,character,line,episode number
426,GEORGE," Yeah, Art Vandelay.",2
427,VANESSA, Really? Which company?,2
428,VANESSA, Importer?,2
429,GEORGE, ...And exporter.,2
430,JERRY, He’s an importer/exporter.,2
431,GEORGE,"  I’m, uh, I’m an architect.",2
432,VANESSA, Really. What do you design?,2
433,GEORGE," Uh, railroads, uh...",2
434,VANESSA, I thought engineers do that.,2
435,GEORGE, They can...,2
436,JERRY, Y’know I’m sorry you had to leave so early the other night.,2
437,VANESSA," Oh, me too. My cousin had to go back to Boston.",2
438,JERRY," Oh, that guy was your cousin! ",2
439,VANESSA," Yeah, and that woman was your...",2
440,JERRY, Friend!,2
441,GEORGE," I’ll just, uh, get a paper...",2
442,JERRY," So, um, do you date uh immature men?",2
443,VANESSA, Almost exclusively...,2
444,HELEN, Bum bum bum bum... I have no letters... Bum bum bum bum...,2
445,JERRY,"  Ma, will you go already?",2
446,HELEN, Bum bum bum bum...,2
447,JERRY, What are you doing?!,2
448,HELEN," Wait, I just want to see something.",2
449,JERRY," You can’t look in there, we’re playing!",2
450,KRAMER, Hi.,2
451,JERRY, Hi.,2
452,MORTY,"  Good evening, Mr. Kramer!",2
453,KRAMER, Hey Morty!  Salad dressing?,2
454,JERRY, Look.,2
455,HELEN, “Quo”. Is that a word?,2
456,JERRY, Maybe!,2
457,HELEN, Will you challenge it?,2
458,JERRY," Ma, you can’t look up words in the dictionary!  Dad, she’s cheating!",2
459,KRAMER, “Quo”? That’s not a word.,2
460,HELEN,  You’re such a stickler...,2
461,JERRY," Well put something down, you’re taking twenty minutes on this. So is Uncle Mac and Artie, they’re all coming over here before the wedding?",2
462,HELEN," They’ll be here at two o’clock. Oh, Elaine called. She said she’d be here at two-thirty. And she says “Hope your meeting went well with ‘Art Vandelay’?”",2
463,JERRY, She said what?,2
464,HELEN," Just what I said, here.",2
465,JERRY," She knows! Oh, I am such a jackass.",2
466,HELEN, She knows what?,2
467,JERRY, She knows the whole stupid thing. Vanessa and the elevator...,2
468,HELEN," No, no, no, that won’t do. He may have a “Z”.",2
469,MORTY," So, how did she find out?",2
470,JERRY," Because, Vanessa probably told Pamela, and Pamela probably told Elaine.",2
471,MORTY," So, what are you? Afraid of her?",2
472,JERRY, Yes. Yes I am!  What else did she say on the phone?,2
473,HELEN, Whatever I wrote down.,2
474,JERRY," Yeah, but what was the tone in her voice? How did she sound?",2
475,HELEN," Who am I, Rich Little?",2
476,MORTY," Well, she can’t be too mad. She’s still coming to the wedding.",2
477,JERRY," Yeah, but now I’m nervous.",2
478,HELEN," Oh, stop it.",2
479,JERRY, “Quone”?,2
480,HELEN, ...30...31...,2
481,JERRY," “Quone”? No, I’m afraid that I’m going to have to challenge that.",2
482,HELEN, ...32...,2
483,KRAMER," No, you don’t have to challenge that. That’s a word. That’s a definite word.",2
484,JERRY, I am challenging.,2
485,KRAMER, Quone. To quone something.,2
486,JERRY, Uh-huh.,2
487,HELEN, I’m not playing with you anymore.,2
488,MORTY, Quone’s not a word.,2
489,JERRY, No good. Sorry. There it is. Get it off.,2
490,HELEN,  Why did you make me put that down?,2
491,KRAMER," Nah, we need a medical dictionary! If a patient gets difficult, you quone him.",2
492,CAROL," You want some funny material, you oughta come down to where I work, now that’s a sitcom!",2
493,JERRY, You must have quite a time down there.,2
494,CAROL, We got plenty of time.,2
495,JERRY," Oh, I’m sorry. I’m just waiting for someone.",2
496,UNCLE MAC, Watch what you say to this guy. He’ll put it in his next act!,2
497,JERRY," Yeah, yeah...",2
498,UNCLE MAC," Jerry, did I tell you that I’m writing a book? An autobiography.",2
499,JERRY," Yeah, Uncle Mac, you mentioned it.",2
500,UNCLE MAC, It’s based on all my experiences!,2
501,JERRY, That’s perfect.,2
502,JERRY, Could you excuse me one second? I’m sorry.,2
503,JERRY," How do you do?  Uh, Jerry Seinfeld.",2
504,ELAINE," Oh, how do you do? Elaine Benes.",2
505,JERRY," Um, do you want to do this now, or do you want to wait until we get in the car?",2
506,ELAINE," Oh no, let’s do it now.",2
507,JERRY," All right, the whole elevator business, let me just explain-",2
508,ELAINE, Okay.,2
509,ARTIE," Jerry, were you goin’ with us?",2
510,JERRY," No, I’m gonna take my car.",2
511,ARTIE, That’s why I brought the wagon. Why the hell did I bring the wagon?,2
512,JERRY," Anyway, you know why I didn’t ask you, I mean I felt so uncomfortable, and you were so annoyed in the cab.",2
513,ELAINE," Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle.",2
514,CAROL," Jerry, we’ll see you there. Bye, Elaine.",2
515,ELAINE," Oh, bye. Good to see you.",2
516,ARTIE," Oh, we didn’t meet.",2
517,JERRY," Oh, I’m sorry. Elaine, this is my cousin, Artie Levine.",2
518,ARTIE,  Levine.,2
519,JERRY,"  Yeah, “Levine”. And I’m Jerry Cougar Mellencamp. Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here.",2
520,ELAINE," Yeah, obviously.",2
521,JERRY," I mean, if we’re gonna be friends, we gotta be able to talk about other people.",2
522,ELAINE, Couldn’t agree more.,2
523,JERRY, Good.,2
524,ELAINE, Good.,2
525,JERRY, Good.,2
526,ELAINE, Great!,2
527,JERRY, Great? Where do you get ‘great’?,2
528,ELAINE, It’s great to... talk about... other people...,2
529,JERRY, ...Guys?,2
530,ELAINE, Yeah.,2
531,JERRY," Uh-huh. Yeah. So, anybody specific?",2
532,ELAINE, No. A general guy.,2
533,JERRY, Oh really? Elaine Marie Benes...,2
534,ELAINE," What? No, it’s not a big deal.",2
535,JERRY," No, that’s great! That’s terrific!",2
536,ELAINE," No, we just met...",2
537,JERRY, Doesn’t matter. What’s the young man’s name? I would like to meet him.,2
538,ELAINE," Hmmm, I don’t think so.",2
539,JERRY," Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?",2
540,ELAINE, Wall street.,2
541,JERRY," Ah, high finance. Bulls, Bears, people from Conneticut.",2
542,ELAINE, And he happens to be pretty good lookin’.,2
543,JERRY,"  All right, sir.",2
544,ELAINE, And... he’s hilarious.,2
545,JERRY, Now that’s not fair! So where did you meet this guy?,2
546,ELAINE, I staked out his health club.,2
547,JERRY," Uh huh. When you’re on a stakeout, do you find it’s better to stand up against the wall, or kinda crouch down behind a big plant?",2
548,JERRY," Y’know I think that even if you’ve had a relationship with someone, or let’s say, especially if you’ve had a relationship with someone and you try to become friends afterwards, it’s very difficult. Isn’t this? It’s hard. Because, you know each other so well, you know all of each others tricks. It’s like two magicians, trying to entertain each other. The one goes, “Look, a rabbit.” The other goes, “So? I believe this is your card.” “Look, why don’t we just saw each other in half and call it a night, okay?”",2
549,JERRY," So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me the finger. It seems like such an arbitrary, ridiculous thing to just pick a finger and you show it to the person. It’s a finger, what does it mean? Someone shows me one of their fingers and I’m supposed to feel bad. Is that the way it’s supposed to work? I mean, you could just give someone the toe, really, couldn’t you? I would feel worse if I got the toe, than if I got the finger. ‘Cause it’s not easy to give someone the toe, you’ve gotta get the shoe off, the sock off and drive, get it up and...  “Look at that toe, buddy.”  I mean, that’s really insulting to get the toe, isn’t it?",3
550,JERRY," Is that it? Got the cue tips, got the mini-umbrella, something boring to read on the plane.  That’s it. Done!",3
551,ELAINE,  That is the single greatest packing performance I have ever seen.,3
552,JERRY,  I am...the master packer.,3
553,ELAINE,"  Yeah, right, you’re the master packer.",3
554,JERRY," What you must understand, Elaine,  packing is no different than leading men into battle.  You’ve gotta know the strengths and weaknesses of every soldier in that platoon. From a collapsible toothbrush to a pair of ordinary black socks.",3
555,ELAINE,"  ‘Scuse me, master packer...",3
556,JERRY, Yes.,3
557,ELAINE, Just gimme your keys.,3
558,JERRY," All right, sir.  George?",3
559,GEORGE,  Yeah.,3
560,ELAINE," Okay, so, now, is there anything else I need to know about this place?",3
561,JERRY," Uh, yeah, the, uh, hot water takes a little while to come on. So, the best thing to do is to turn it on, do all your shopping, you come back and take a shower.",3
562,ELAINE," Okay, this is quite a place.",3
563,JERRY, There’s more. The refrigerator.,3
564,JERRY," Deduct a minimum of two days off all expiration dates.  No meat, no leftovers, no butter.  And I cannot overstate this",3
565,ELAINE, I’ll eat out.,3
566,JERRY," One more thing, Benes, regarding sexual activity",3
567,GEORGE,  Ready?,3
568,JERRY," Yeah, one sec.",3
569,GEORGE," Hey, Elaine.",3
570,ELAINE, Hi.,3
571,GEORGE, Coming to the airport with us?,3
572,ELAINE," No, I’m staying here for the weekend. I’m getting a break from my roommate.",3
573,GEORGE," Oh, the actress-waitress?",3
574,ELAINE," No, the waitress-actress. She just got some part in some dinner theater production of “A Chorus Line”. So, now all day long she’s walking around the apartment singing, “God, I hope I get it, I hope I get it!” She’s gonna get it right in her...",3
575,GEORGE, So just kick her out.,3
576,ELAINE, She’s on the lease! George you have got to find another place for me.,3
577,GEORGE," Yeah, well...a little rough finding something good in your price-range.  But you, my friend, may be in luck.",3
578,JERRY, I’m not looking.,3
579,GEORGE," No no no, this one’s different. This one’s a beauty!",3
580,JERRY," Yeah, what’s it like?",3
581,GEORGE," I haven’t seen it yet, but it’s a two-bedroom, it’s on the uh, west 83rd, ‘bout a half block from the park?",3
582,JERRY, How much?,3
583,GEORGE," Uh, twice what you’re payin’ here, but it’s a great building. It’s two bedrooms!",3
584,JERRY, Two bedrooms? Why do I need two bedrooms? I got enough trouble maintaining activity in one.  I saw that.,3
585,ELAINE, You oughta at least take a look at it.,3
586,JERRY, Really? Why?,3
587,ELAINE, ‘Cause then I could move in here.,3
588,JERRY, Ohhhh...,3
589,ELAINE, It’s time you got outta here anyway.,3
590,GEORGE," Yeah, tell ‘im. But quickly, I’m double parked here.",3
591,ELAINE," Listen, Jerry, this place is falling apart. You have no hot water, you can’t have soft cheese...",3
592,GEORGE, Let’s not forget the radiator. The steam has been on here for ten years. No human can turn this off.,3
593,ELAINE," Jerry, come on, you’re doin’ okay now. You should at least take a look at this place. You shouldn’t have to live like this.",3
594,JERRY, Like this? You just said you wanted to live here.,3
595,ELAINE," Well, for me it’s a step up. It’s like moving from Iceland to Finland.",3
596,GEORGE," Jerry, what do you, you wanna, you wanna see the place or not?",3
597,JERRY," I can’t think about it now. Come on, I’m going to Minneapolis. I got four shows this weekend.													 ",3
598,JERRY, Elaine.  ELAINE!,3
599,ELAINE,"  JERRY!  Jerry, oh, hi, welcome back. How were the shows?",3
600,JERRY," Great, I had fun. Where’s the TV, where’s the VCR?",3
601,JERRY, What?,3
602,ELAINE, They were stolen.,3
603,JERRY, Stolen? When?,3
604,ELAINE, A couple a hours ago. The police are coming right over.,3
605,JERRY, Stolen?,3
606,ELAINE,  Someone left the door open.,3
607,JERRY,  You left the door open?!,3
608,KRAMER," Uh, Jer, well you know, I was cookin’ and I, I uh, I came in to get this spatula...and I left the door open, ‘cause I was gonna bring the spatula right back!",3
609,JERRY," Wait, you left the lock open or the door open?",3
610,KRAMER,  The door.,3
611,JERRY, The door? You left the door open?,3
612,KRAMER," Yeah, well, I was gonna bring the spatula right back.",3
613,JERRY," Yeah, and?",3
614,KRAMER," Well, I got caught up... watching a soap opera. “The Bold And The Beautiful”.",3
615,JERRY, So the door was wide open?,3
616,KRAMER, Wide open!,3
617,JERRY,  And where were you?,3
